           1           0         208         208   2.08720708    
     3.022     -1.296   130     3     -1.387     0  2112
     2.256      6.546   131     3     -1.557     0  2112
    -2.708     -0.912   132     3     -1.640     0  2112
     4.574     -2.549   133     3     -1.652     0  2112
    -1.573      4.951   134     3     -1.678     0  2112
    -3.120     -2.318   135     3     -1.681     0  2112
     0.156      3.194   136     3     -1.715     0  2112
    -1.649     -4.236   137     3     -1.758     0  2112
     1.616      3.302   138     3     -1.789     0  2112
     3.062     -1.581   139     3     -1.809     0  2112
     0.796     -3.273   140     3     -1.911     0  2112
     1.912      4.732   141     3     -1.936     0  2112
    -0.950     -5.998   142     3     -2.030     0  2112
     2.817      5.259   143     3     -2.038     0  2212
     0.547      4.094   144     3     -2.164     0  2112
     0.608     -2.475   145     3     -2.194     0  2212
     2.633     -2.529   146     3     -2.238     0  2112
    -1.892      4.508   147     3     -2.290     0  2112
     3.257      2.952   148     3     -2.385     0  2112
    -2.972     -0.535   149     3     -2.429     0  2112
    -0.172     -2.139   150     3     -2.444     0  2112
     0.244     -3.869   151     3     -2.467     0  2112
    -1.258     -4.767   152     3     -2.482     0  2112
     0.324     -3.207   153     3     -2.499     0  2112
     0.589     -5.897   154     3     -2.549     0  2112
    -1.831      2.422   155     3     -2.636     0  2112
    -0.353     -2.756   156     3     -2.739     0  2112
    -0.717     -0.089   157     3     -2.754     0  2112
     4.232      2.409   158     3     -2.758     0  2112
     6.732     -1.790   159     0     -2.764  2112  2112
     2.425     -4.759   160     3     -2.846     0  2112
     3.803      4.648   161     3     -2.849     0  2112
     5.595      4.439   162     0     -2.855  2112  2112
    -2.986     -0.354   163     3     -2.918     0  2112
     3.466      0.951   164     3     -2.946     0  2112
    -1.483      0.802   165     3     -2.991     0  2112
    -1.023      1.583   166     3     -3.032     0  2112
    -0.458     -4.008   167     3     -3.043     0  2112
    -3.409     -2.868   168     3     -3.047     0  2112
    -2.857      4.805   169     3     -3.058     0  2112
     6.345     -2.852   170     3     -3.100     0  2112
     6.192      1.889   171     3     -3.118     0  2112
     5.451     -6.351   172     0     -3.174  2112  2112
     5.238      5.212   173     0     -3.236  2112  2112
     4.933      4.192   174     0     -3.373  2112  2112
     2.304      5.330   175     3     -3.389     0  2112
    -5.416     -1.998   176     3     -3.391     0  2112
     4.169      4.863   177     0     -3.398  2112  2112
     1.623      4.415   178     3     -3.474     0  2112
    -0.819      5.017   179     3     -3.584     0  2112
     4.381      4.364   180     3     -3.608     0  2112
    -2.742      5.040   181     3     -3.681     0  2112
     4.627     -4.628   182     3     -3.783     0  2112
    -3.987     -2.491   183     3     -3.787     0  2212
    -1.027      0.255   184     3     -3.791     0  2112
     5.316      1.311   185     3     -4.070     0  2112
     2.246     -4.267   186     3     -4.206     0  2112
     1.238     -3.045   187     3     -4.355     0  2112
     2.656      6.025   188     3     -4.509     0  2112
     4.990     -0.246   189     3     -4.571     0  2112
    -0.118     -1.078   190     3     -4.659     0  2212
     4.372     -2.381   191     3     -4.714     0  2112
    -2.299      0.376   192     3     -4.782     0  2112
     1.160      2.554   193     3     -4.813     0  2112
     2.742      0.638   194     3     -4.858     0  2112
    -3.233     -2.523   195     3     -4.984     0  2112
    -6.312      2.764   196     3     -5.063     0  2212
     2.028     -4.550   197     3     -5.097     0  2112
    -1.111     -3.100   198     3     -5.219     0  2112
     1.968     -1.585   199     3     -5.272     0  2112
     3.605      1.203   200     3     -5.490     0  2112
    -1.018      0.344   201     3     -5.601     0  2112
     0.809      2.992   202     3     -5.624     0  2112
    -2.195     -2.958   203     3     -5.752     0  2112
    -1.295      1.084   204     3     -5.975     0  2112
     0.510     -0.078   205     3     -6.418     0  2112
     2.876      1.501   206     3     -6.695     0  2112
     0.030      1.601   207     3     -7.391     0  2112
     3.378      1.326   208     3     -7.564     0  2112
    -0.589      0.691    -1     3     -7.319     0  2212
    -4.102     -1.966    -2     3     -6.330     0  2212
     2.452     -0.927    -3     3     -6.035     0  2212
    -0.797     -0.518    -4     3     -5.951     0  2212
    -3.085     -1.351    -5     3     -5.599     0  2212
    -0.725      1.930    -6     3     -5.579     0  2212
     0.433     -2.874    -7     3     -5.572     0  2212
    -1.531     -1.225    -8     3     -5.560     0  2212
     1.074     -4.309    -9     3     -5.411     0  2112
    -2.459      2.922   -10     3     -5.409     0  2212
    -5.826      4.066   -11     0     -5.313  2212  2212
    -0.234      0.836   -12     3     -5.054     0  2212
    -0.735      0.671   -13     3     -4.999     0  2212
    -3.129     -6.212   -14     3     -4.971     0  2212
    -4.270      0.957   -15     3     -4.942     0  2112
    -2.865     -2.897   -16     3     -4.821     0  2212
    -5.526     -1.827   -17     3     -4.735     0  2212
     0.687      3.243   -18     3     -4.630     0  2212
     1.379      0.696   -19     3     -4.456     0  2212
    -3.034      1.059   -20     3     -4.449     0  2212
    -2.230      3.174   -21     3     -4.436     0  2212
    -1.256     -3.855   -22     3     -4.390     0  2112
     0.248      0.377   -23     3     -4.320     0  2212
    -0.780     -1.826   -24     3     -4.276     0  2212
    -6.368     -2.887   -25     3     -4.192     0  2212
    -8.689      2.362   -26     0     -4.156  2212  2212
    -3.721     -7.954   -27     3     -4.115     0  2212
    -0.288     -1.601   -28     3     -4.092     0  2212
     0.045     -0.126   -29     3     -4.049     0  2212
     0.820     -1.246   -30     3     -4.007     0  2112
     0.201     -0.534   -31     3     -3.970     0  2212
    -3.523      3.232   -32     1     -3.912  2212  2212
    -3.667     -3.051   -33     3     -3.869     0  2112
     4.232      3.527   -34     3     -3.867     0  2212
    -3.067      3.832   -35     3     -3.724     0  2212
    -0.164     -2.111   -36     3     -3.673     0  2112
    -3.742     -1.023   -37     3     -3.655     0  2212
     1.143     -3.041   -38     3     -3.586     0  2212
     0.866     -0.776   -39     3     -3.501     0  2112
    -2.202     -4.807   -40     3     -3.360     0  2112
    -3.571      0.252   -41     3     -3.255     0  2212
     0.954      2.326   -42     3     -3.238     0  2212
     2.082     -3.126   -43     3     -3.187     0  2112
    -2.222      2.363   -44     3     -3.087     0  2212
    -5.223      1.854   -45     3     -2.966     0  2212
     2.953     -4.297   -46     3     -2.961     0  2212
    -6.890      0.654   -47     0     -2.932  2212  2212
     8.250      0.622   -48     0     -2.860  2212  2212
    -3.811     -5.809   -49     3     -2.845     0  2212
    -4.249      3.780   -50     0     -2.844  2212  2212
    -1.878      1.047   -51     3     -2.838     0  2112
     3.258     -1.493   -52     3     -2.747     0  2212
    -1.073      1.261   -53     3     -2.728     0  2212
    -0.301      3.103   -54     3     -2.724     0  2212
    -0.131     -5.620   -55     3     -2.718     0  2212
    -3.293     -0.910   -56     3     -2.660     0  2212
    -1.314      2.413   -57     3     -2.658     0  2212
     3.052      1.922   -58     3     -2.534     0  2112
    -4.895     -1.051   -59     3     -2.524     0  2212
    -0.336     -4.718   -60     3     -2.495     0  2212
     3.192      0.266   -61     3     -2.492     0  2212
     2.342      4.648   -62     3     -2.430     0  2212
     0.240      7.125   -63     3     -2.409     0  2212
    -3.947     -4.196   -64     3     -2.264     0  2212
    -0.758      3.380   -65     3     -2.236     0  2212
     0.918      5.523   -66     0     -2.149  2212  2212
    -3.768     -3.240   -67     3     -2.095     0  2212
    -4.225     -2.569   -68     3     -2.088     0  2212
    -1.957     -3.996   -69     3     -2.069     0  2212
    -1.021     -4.952   -70     3     -1.939     0  2212
    -6.931     -1.216   -71     0     -1.914  2212  2212
     4.078      0.858   -72     3     -1.861     0  2212
     4.832      0.442   -73     3     -1.854     0  2212
    -3.404     -2.120   -74     3     -1.838     0  2212
     2.934      0.399   -75     3     -1.822     0  2212
     2.485      4.292   -76     3     -1.819     0  2112
    -5.805     -2.333   -77     3     -1.746     0  2212
    -5.648      2.393   -78     3     -1.667     0  2212
